GWAS	GWAS_region	eQTLs	mQTL_top_coloc_Tissue	mQTL_top_coloc_cpg	mQTLs
UKB_20002_1065_self_reported_hypertension	region358	TRUE	Ovary	cg26438367	TRUE
UKB_20002_1065_self_reported_hypertension	region360	TRUE	MuscleSkeletal	cg20289491	TRUE
UKB_20002_1065_self_reported_hypertension	region541	TRUE	Ovary	cg06239355	TRUE
UKB_20002_1065_self_reported_hypertension	region655	TRUE	Lung	cg15809217	TRUE
UKB_20002_1065_self_reported_hypertension	region662	TRUE	Ovary	cg01949178	TRUE
UKB_20002_1065_self_reported_hypertension	region717	TRUE	Ovary	cg06966404	TRUE
UKB_20002_1065_self_reported_hypertension	region727	TRUE	Lung	cg14608074	TRUE
UKB_20002_1065_self_reported_hypertension	region745	TRUE	Lung	cg11862846	TRUE
UKB_20002_1065_self_reported_hypertension	region750	TRUE	Ovary	cg21172742	TRUE
UKB_20002_1065_self_reported_hypertension	region899	TRUE	Ovary	cg10521605	TRUE
UKB_20002_1065_self_reported_hypertension	region961	TRUE	ColonTransverse	cg21518683	TRUE
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	region1004	TRUE	Lung	cg21160290	TRUE
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	region517	TRUE	Lung	cg05602360	TRUE
UKB_20002_1111_self_reported_asthma	region102	TRUE	WholeBlood	cg14873633	TRUE
UKB_20002_1111_self_reported_asthma	region1067	TRUE	ColonTransverse	cg16508068	TRUE
UKB_20002_1111_self_reported_asthma	region1127	TRUE	Ovary	cg19610905	TRUE
UKB_20002_1111_self_reported_asthma	region1129	TRUE	Lung	cg07008379	TRUE
UKB_20002_1111_self_reported_asthma	region1408	TRUE	ColonTransverse	cg24032190	TRUE
UKB_20002_1111_self_reported_asthma	region1504	TRUE	Ovary	cg10057218	TRUE
UKB_20002_1111_self_reported_asthma	region1508	TRUE	Lung	cg00686451	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region0	TRUE	Lung	cg04343794	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1072	TRUE	ColonTransverse	cg07044859	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1085	TRUE	ColonTransverse	cg19863426	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1212	TRUE	Ovary	cg09401696	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1463	TRUE	ColonTransverse	cg23695209	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1487	TRUE	ColonTransverse	cg07520074	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1506	TRUE	WholeBlood	cg00582337	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1568	TRUE	Lung	cg18477104	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1581	TRUE	Prostate	cg03690798	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1610	TRUE	Lung	cg14440600	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region1687	TRUE	Lung	cg00310014	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region658	TRUE	ColonTransverse	cg02569698	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region738	TRUE	Prostate	cg05460996	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region77	TRUE	ColonTransverse	cg24892963	TRUE
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	region803	TRUE	ColonTransverse	cg12276455	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region1375	TRUE	Ovary	cg19414123	TRUE
UKB_20002_1452_self_reported_eczema_or_dermatitis	region598	TRUE	Prostate	cg04586395	TRUE
UKB_20002_1463_self_reported_ulcerative_colitis	region1671	TRUE	BreastMammaryTissue	cg25269340	TRUE
UKB_20002_1466_self_reported_gout	region1419	TRUE	Ovary	cg03780875	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region1523	TRUE	Lung	cg23891399	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region1609	TRUE	Prostate	cg08619932	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region1653	TRUE	Prostate	cg10512781	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region655	TRUE	Ovary	cg14592690	TRUE
UKB_20002_1473_self_reported_high_cholesterol	region66	TRUE	Prostate	cg03301213	TRUE
UKB_20016_Fluid_intelligence_score	region1208	TRUE	KidneyCortex	cg08136938	TRUE
UKB_20016_Fluid_intelligence_score	region1656	TRUE	MuscleSkeletal	cg12019259	TRUE
UKB_20016_Fluid_intelligence_score	region228	TRUE	KidneyCortex	cg15237618	TRUE
UKB_20022_Birth_weight	region1054	TRUE	Ovary	cg11762346	TRUE
UKB_20022_Birth_weight	region1067	TRUE	ColonTransverse	cg24590165	TRUE
UKB_20022_Birth_weight	region1074	TRUE	Lung	cg06722282	TRUE
UKB_20022_Birth_weight	region1079	TRUE	Prostate	cg25236139	TRUE
UKB_20022_Birth_weight	region1085	TRUE	Prostate	cg18383835	TRUE
UKB_20022_Birth_weight	region137	TRUE	ColonTransverse	cg12784422	TRUE
UKB_20022_Birth_weight	region1419	TRUE	ColonTransverse	cg22145651	TRUE
UKB_20022_Birth_weight	region1487	TRUE	BreastMammaryTissue	cg03613822	TRUE
UKB_20022_Birth_weight	region1581	TRUE	Ovary	cg26848395	TRUE
UKB_20022_Birth_weight	region1613	TRUE	Lung	cg17379037	TRUE
UKB_20022_Birth_weight	region1649	TRUE	ColonTransverse	cg20477147	TRUE
UKB_20022_Birth_weight	region1686	TRUE	Lung	cg02404670	TRUE
UKB_20022_Birth_weight	region311	TRUE	Prostate	cg18071195	TRUE
UKB_20022_Birth_weight	region649	TRUE	ColonTransverse	cg17866778	TRUE
UKB_20022_Birth_weight	region746	TRUE	ColonTransverse	cg01498219	TRUE
UKB_20022_Birth_weight	region876	TRUE	ColonTransverse	cg12003463	TRUE
UKB_20022_Birth_weight	region996	TRUE	Ovary	cg19852115	TRUE
UKB_20127_Neuroticism_score	region1504	TRUE	Prostate	cg17401724	TRUE
UKB_20127_Neuroticism_score	region1693	TRUE	Prostate	cg16838132	TRUE
UKB_21001_Body_mass_index_BMI	region1086	TRUE	Ovary	cg08323454	TRUE
UKB_21001_Body_mass_index_BMI	region1091	TRUE	Ovary	cg07295678	TRUE
UKB_21001_Body_mass_index_BMI	region1094	TRUE	Ovary	cg15955074	TRUE
UKB_21001_Body_mass_index_BMI	region1129	TRUE	Ovary	cg00576331	TRUE
UKB_21001_Body_mass_index_BMI	region1406	TRUE	Lung	cg26665444	TRUE
UKB_21001_Body_mass_index_BMI	region1431	TRUE	Lung	cg27066052	TRUE
UKB_21001_Body_mass_index_BMI	region1591	TRUE	Prostate	cg16673477	TRUE
UKB_21001_Body_mass_index_BMI	region1672	TRUE	Lung	cg01365531	TRUE
UKB_23099_Body_fat_percentage	region0	TRUE	Ovary	cg01621974	TRUE
UKB_23099_Body_fat_percentage	region1020	TRUE	Lung	cg20779663	TRUE
UKB_23099_Body_fat_percentage	region1091	TRUE	Ovary	cg07295678	TRUE
UKB_23099_Body_fat_percentage	region1122	TRUE	Prostate	cg24977308	TRUE
UKB_23099_Body_fat_percentage	region1164	TRUE	Ovary	cg01985660	TRUE
UKB_23099_Body_fat_percentage	region1210	TRUE	Ovary	cg07461977	TRUE
UKB_23099_Body_fat_percentage	region1309	TRUE	MuscleSkeletal	cg08765662	TRUE
UKB_23099_Body_fat_percentage	region1431	TRUE	Lung	cg27066052	TRUE
UKB_23099_Body_fat_percentage	region1506	TRUE	ColonTransverse	cg09509673	TRUE
UKB_23099_Body_fat_percentage	region1591	TRUE	Lung	cg16673477	TRUE
UKB_23099_Body_fat_percentage	region1653	TRUE	Lung	cg02966332	TRUE
UKB_23099_Body_fat_percentage	region1672	TRUE	Lung	cg01365531	TRUE
UKB_23099_Body_fat_percentage	region19	TRUE	WholeBlood	cg20975182	TRUE
UKB_23099_Body_fat_percentage	region227	TRUE	ColonTransverse	cg22609984	TRUE
UKB_23099_Body_fat_percentage	region5	TRUE	ColonTransverse	cg19465883	TRUE
UKB_23099_Body_fat_percentage	region597	TRUE	Prostate	cg25462716	TRUE
UKB_23099_Body_fat_percentage	region649	TRUE	ColonTransverse	cg17866778	TRUE
UKB_23099_Body_fat_percentage	region764	TRUE	Lung	cg02646423	TRUE
UKB_23099_Body_fat_percentage	region92	TRUE	Ovary	cg05045817	TRUE
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	region1086	TRUE	Ovary	cg06081988	TRUE
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	region235	TRUE	Prostate	cg02778086	TRUE
UKB_50_Standing_height	region1004	TRUE	Prostate	cg04596135	TRUE
UKB_50_Standing_height	region1007	TRUE	ColonTransverse	cg01071644	TRUE
UKB_50_Standing_height	region1008	TRUE	ColonTransverse	cg21464303	TRUE
UKB_50_Standing_height	region1079	TRUE	Prostate	cg25236139	TRUE
UKB_50_Standing_height	region1094	TRUE	ColonTransverse	cg15588737	TRUE
UKB_50_Standing_height	region11	TRUE	ColonTransverse	cg10201923	TRUE
UKB_50_Standing_height	region1106	TRUE	Ovary	cg10262997	TRUE
UKB_50_Standing_height	region1122	TRUE	Lung	cg05585544	TRUE
UKB_50_Standing_height	region1127	TRUE	ColonTransverse	cg14725641	TRUE
UKB_50_Standing_height	region1178	TRUE	Ovary	cg27378312	TRUE
UKB_50_Standing_height	region1185	TRUE	Lung	cg10021941	TRUE
UKB_50_Standing_height	region1189	TRUE	Lung	cg13697193	TRUE
UKB_50_Standing_height	region1322	TRUE	Ovary	cg16082336	TRUE
UKB_50_Standing_height	region1324	TRUE	Ovary	cg01714342	TRUE
UKB_50_Standing_height	region1406	TRUE	ColonTransverse	cg26665444	TRUE
UKB_50_Standing_height	region1428	TRUE	Prostate	cg27144592	TRUE
UKB_50_Standing_height	region1431	TRUE	Prostate	cg25282292	TRUE
UKB_50_Standing_height	region1473	TRUE	Testis	cg06498468	TRUE
UKB_50_Standing_height	region1483	TRUE	ColonTransverse	cg10974383	TRUE
UKB_50_Standing_height	region1488	TRUE	ColonTransverse	cg12405788	TRUE
UKB_50_Standing_height	region1498	TRUE	Ovary	cg27050769	TRUE
UKB_50_Standing_height	region1504	TRUE	ColonTransverse	cg17432061	TRUE
UKB_50_Standing_height	region1520	TRUE	Ovary	cg05767426	TRUE
UKB_50_Standing_height	region1606	TRUE	Ovary	cg17970176	TRUE
UKB_50_Standing_height	region1609	TRUE	Ovary	cg13540341	TRUE
UKB_50_Standing_height	region1610	TRUE	Ovary	cg24838305	TRUE
UKB_50_Standing_height	region1629	TRUE	Lung	cg12696861	TRUE
UKB_50_Standing_height	region1651	TRUE	Prostate	cg22601191	TRUE
UKB_50_Standing_height	region1687	TRUE	Prostate	cg11564601	TRUE
UKB_50_Standing_height	region21	TRUE	Prostate	cg03484255	TRUE
UKB_50_Standing_height	region22	TRUE	Prostate	cg05202204	TRUE
UKB_50_Standing_height	region233	TRUE	Ovary	cg08763941	TRUE
UKB_50_Standing_height	region275	TRUE	Lung	cg24828208	TRUE
UKB_50_Standing_height	region283	TRUE	ColonTransverse	cg01274625	TRUE
UKB_50_Standing_height	region345	TRUE	Ovary	cg24572745	TRUE
UKB_50_Standing_height	region934	TRUE	Ovary	cg14695663	TRUE
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	region114	TRUE	Ovary	cg06621799	TRUE
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	region66	TRUE	Ovary	cg17243654	TRUE
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	region1004	TRUE	Lung	cg21160290	TRUE
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	region517	TRUE	Testis	cg05602360	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region102	TRUE	WholeBlood	cg14873633	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region1067	TRUE	ColonTransverse	cg16508068	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region1127	TRUE	Ovary	cg19610905	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region1129	TRUE	Lung	cg07008379	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region1408	TRUE	ColonTransverse	cg24032190	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region1504	TRUE	Ovary	cg10057218	TRUE
UKB_6152_8_diagnosed_by_doctor_Asthma	region1508	TRUE	Lung	cg00686451	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1008	TRUE	Lung	cg13741304	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1074	TRUE	Ovary	cg08991610	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1127	TRUE	Lung	cg16817237	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1159	TRUE	Lung	cg18953546	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1251	TRUE	WholeBlood	cg07871717	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1375	TRUE	Lung	cg03195775	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region1408	TRUE	ColonTransverse	cg24032190	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region148	TRUE	Lung	cg26596946	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region361	TRUE	ColonTransverse	cg03183447	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region5	TRUE	ColonTransverse	cg01447281	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region591	TRUE	Lung	cg25705216	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region718	TRUE	Lung	cg18685455	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region79	TRUE	Lung	cg13853198	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region790	TRUE	Lung	cg11035003	TRUE
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	region998	TRUE	WholeBlood	cg13512951	TRUE
